category,company,description
Construction & Manufacturing,bradfords.co.uk,"Bradfords is your local builders merchant, open to trade and public. We have 49 branches across Cornwall, Devon, Dorset, Somerset Wiltshire, Avon, Herefordshire, Worcestershire & Gloucestershire all offering Click & Collect. Simply place your order on our website and collect from your local branch 1 hour later. Click & Collect From 49 Branches Within 1 Hour. We also offer free delivery when you spend £100 or more and great trade discounts."
Construction & Manufacturing,harveywatersofteners.co.uk,"Culligan Harvey is the UK’s number one selling water softener brand. Experience the benefits of softened water for your home, health and happiness with the Harvey™ Water Softener. Book a free, no obligation demo today.
Request a Quote

Find your Perfect Water Softener
Shop Salt
Shop Drinking Water
Shop Water Filters
"
Home Services,rackingsolutions.co.uk,"Supplying shelving and racking systems for garages, warehouses, offices, workshops, to chrome wire shelving for the home to commercial kitchens and home storage furniture ideal for a range of uses. We supply the best high quality racking at unbeatable competitive prices!!! 

We offer a storage solution for every requirement. Our friendly and knowledgeable team are on hand to provide advice on our huge range of products and to work on bespoke projects such as pallet racking quotes and installations.

Contact us for a free no obligation quote or shop online today."
Construction & Manufacturing,tradepumps.com,"The best place to buy water pumps online. At Tradepumps, we have combined our 47 years of history and knowledge with a fantastic range of products on our easy-to-use website. We want to help you find the pump you need and get it to you when you need it."
Construction & Manufacturing,rennietool.co.uk,"Europes leading manufacturer of HSS Flash butt welded tools, HSS toolbits & brazed carbide tipped lathe tooling. We stock and supply a vast range of cutting tools & industrial oils from all the leading manufacturers. Also we stock a wide range of tool s..."
Construction & Manufacturing,www.timeguard.com,"Electronics Manufacturer  For Wi-Fi, Time, Light, Safety & Climate "
Construction & Manufacturing,fibreheroes.co.uk,"Fibre Heroes are coming to the underserved towns of the UK to bring you a faster broadband connection. Using our full fibre optic cable network, we collaborate with our ISP partners to ensure your home has an internet connection at the speed of life!"
Electronics & Technology,belling.co.uk,"For over a century Belling has brought clever and innovative ideas to people’s homes. During that time we've been at the heart of the home in the UK, understanding what it is that you really want from your kitchen appliances and ensuring we deliver. Today, we remain one of the most loved and trusted British brands with 4 generations of families growing up with a Belling appliance at the heart of their home. 

Over the years Belling products have always stayed ahead of the game and changed dramatically along the way, but one thing has always remained - our dedication to quality, choice, reliability and service."
Construction & Manufacturing,privatewatersupplies.org.uk,"We supply, install, and maintain water filtration systems across the North of England."
Construction & Manufacturing,euautomation.com,"EU Automation gives you access to a world of automation parts at your fingertips. Whether it’s obsolete, reconditioned, or new automation parts, we’re here when you need us most."
Construction & Manufacturing,ariston.com,"

THE HOME OF SUSTAINABLE COMFORT
Ariston is the global expert in high-quality water heating and heating solutions, providing people all over the world with an extensive range of innovative and energy-efficient products designed to improve and simplify home life.
FIND OUT MORE
"
Home & Garden,thehydrobros.com,"We are UK #1 Hydro Shop!

Open 7 days a week online and in-store. Great customer service is the backbone of what we do, ensuring you get BEST PRICES with whatever YOU NEED for your grow.

Call up, call in today! #WeGotYou"
Utilities,transfermybills.com,TransferMyBills is a free and straightforward change of address service designed to streamline the process of transferring bills when you move home.
Utilities,valdaenergy.com,"
 Powering over 40,000 businesses nationwide 
We are a leading OFGEM-licensed energy specialist for businesses across Great Britain, with over 25 years of experience across our senior team.
At Valda Energy, we are committed to providing our customers with a simple, secure and competitive energy supply, backed by innovative technology, accurate billing and first-class customer service.




 See how much you could save today 
Get a quote!

"
Utilities,pozitive.energy,Pozitive Energy is a technology-led supplier of gas and renewable electricity to small and medium-sized businesses and Industrial & Commercial customers in the UK. Its unique technology platform uses intelligent automation to deliver lower costs and a better experience for customers.
Utilities,www.bp.com,"Welcome to BP. Our products and services contribute to a better quality of life. They provide the freedom to move, to heat and to see"
Utilities,www.robertheath.co.uk,"Robert Heath Heating is a well established central heating services provider for social housing, commercial clients and domestic homeowners. We serve the entire width and breadth of the UK, where our client base continues to take advantage of our years..."
Construction & Manufacturing,www.progasheating.co.uk,"Progas Heating Services Ltd is a well established company of 25 years. We provide domestic central heating and gas services to South, South East London, North Kent and Surrey. Progas can design, install, service and maintain central heating systems, boilers and all Gas appliances. We also carry out Landlords Gas Safety Checks and Buyers Reports to ensure there are no surprises when purchasing a property.
Progas hold full Public Liability Insurance for your peace of mind. We have showroom facilities where you may view boilers and our range of services. We are a Gas Safe Registered company and Worcester Bosch Accredited/Approved installers.
All work is carried out by Engineers trained and employed directly by Progas - we do not sub contract our work out.
Please call our office on 020 8676 0101 or email us info@progasheating.co.uk should you require any further information or to make a booking. You may also view our website at www.progasheating.co.uk"
Utilities,www.flogas.co.uk,"
For Business
Gas Bottles
Sustainability

We have over 35 years’ experience providing alternative energy solutions to off grid domestic and commercial customers throughout the UK. From small installations for use in the home (Liquefied Petroleum Gas - LPG), to very large commercial installations (Liquefied Natural Gas - LNG), we deliver affordable energy solutions that are reliable, safe and expertly managed. Call us today for further information on 0800 574 574 or visit our website, www.flogas.co.uk "
Utilities,rebelenergy.com,"Rebel Energy is a new breed of energy supplier, providing clean energy to households in the UK at an affordable price. Rebel’s on a mission to address inequality and combat the climate crisis with a benevolent mindset. Rebel with a cause, energy with a difference."
Utilities,ygp.co.uk,"Yorkshire Gas and Power is licensed commercial supplier of gas and electricity delivering to organisations throughout England, Scotland and Wales. 

Please contact us at feedback@ygp.co.uk with any suggestions you have for improving our services to you."
Home & Garden,www.brookhousegas.com,"We, Brookhouse Gas Services, were formed in 2003 by myself, Nick Woodward and my wife, Donna. I started out in the gas industry in 1980 as an apprentice with British Gas and now have over 42 years experience. We are a family run business with 15 employees including our sons, Alex and Dan and we are based in Harthill on the outskirts of Sheffield. We install, service and repair appliances that run on Natural Gas, L.P.G and Oil. We now have approximately 2000 households covered on Service Contracts offering repairs 365 days per year giving our customers peace of mind. 

Brookhouse Gas are proud to work with Worcester Bosch and Novuna to offer our customers a range of payment options for your new boiler and heating systems. Have a look at our web site for full details. 

Short of time? not wanting a salesman through your door when you need a new heating system? Brookhouse Gas offer an online quotation system to give you a guide price for your new boiler - it only takes 60 seconds. 




"
Home & Garden,www.gassmartheating.co.uk,Brighton Gas Plumbing - Boiler Installation and Boiler Repair - Upgrade your Heating System by Our Trained Engineers - Energy Efficiency and Smart Controls 
Construction & Manufacturing,www.hanicks.co.uk,"We are an Independent boiler & gas spares stockist based here in the UK.
We have access to over 100,000 individual products, and all backed up with a fully equipped technical team to ensure you order the correct part first time.
#AllPartsForAllBoilers"
Utilities,www.avantigas.com,"AvantiGas is one of the UK’s leading suppliers of LPG and energy solutions like bulk gas, gas bottles, aerosol propellant and biomass. We serve business and residential customers from all sectors and walks of life, providing a professional and safe service via our network of multiple distribution centres, two in-land gas terminals and our UK-based emergency call centre that delivers 24/7 maintenance, service and aftercare.






"
Utilities,www.extragas.co.uk,"Extra Gas is one of the North West's leading LPG suppliers.  We offer domestic and commercial LPG installations, deliver Bulk LPG to rural homes and businesses as well as offering a range of LPG cylinders."
Construction & Manufacturing,artonheat.co.uk,"
Boiler Cover
Boiler Installations
Boiler Repairs
Plumbing Services
Air Conditioning
Heat Pumps
Commercial plumbing & Heating

Arton Plumbing & Heating is a local family-run business with more than 35 years of experience. We have a dedicated workforce of experienced, technical engineers qualified to the highest levels in the trade. From Boilers and heat pumps to care plans and air conditioning, customer service and quality of workmanship is our top priority."
Utilities,www.ktheating.co.uk,"K&T Heating provides gas compliance services for local authority, housing association and charity customers, currently managing around 180,000 properties across London and the South East."
Utilities,www.gairgas.co.uk,"Gair Home Services (Gair Gas Ltd) is a family run company with a reputation for quality, service and reliability. We provide a whole range of services to our customers from boiler installations to annual heating cover - protecting our customers from unexpected heating breakdowns 365 days a year covering Chandlers Ford & Hampshire area."
Utilities,plumblondon.com,"Welcome to Plumb London!

We are a family run business established almost 30 years ago and have since become a trusted name in the plumbing, heating and drainage industry. Our primary focus is to continue building a reliable team to be at the forefront of any household problem that our clients face.

At Plumb London, we take pride in providing exceptional service to our clients and we love hearing their feedback. We understand the stress and inconvenience that comes with household issues. That's why we offer a range of services that include plumbing, boiler replacements, electrical and general maintenance repairs.

Our team is made up of skilled professionals who are passionate about solving problems and ensuring your home is functional and comfortable. We take pride in being a local company and offering competitive rates that won't break the bank. Additionally, we have a team of reputable electricians, gas safe engineers, bathroom fitters and decorators that can offer you a complete package for your home improvement needs. Our commitment to delivering quality results has earned us a reputation as one of London’s most reliable and trustworthy service providers. We are proud to have a loyal client base who trusts us to provide quick and efficient solutions for all their household needs.

If you're looking for a reliable and experienced team to handle your plumbing, heating, or drainage issues, look no further than Plumb London. Contact us today on the number provided on our profile and let our family help your family. We invite you to visit our website or social media platforms, where you can read reviews and see examples of our work.

Thank you for choosing Plumb London and we look forward to serving you!"
Utilities,maxenpower.com,"Maxen Power is a distinguished name in the realm of commercial energy supply, specialising exclusively in serving the unique needs of businesses. Our unwavering commitment to excellence and professionalism sets us apart as a reliable energy partner for a diverse clientele, including micro and small to medium-sized enterprises, as well as corporate entities.


At Maxen Power, our core mission is centered around prioritising our valued customers. We understand that the energy landscape can be complex, and that's why we offer tailored, flexible, and cost-effective gas and electricity solutions that are precisely crafted to meet your specific requirements.


What sets us apart is our dedicated team of industry experts who are readily available to address your inquiries and provide guidance. We take great pride in consistently exceeding expectations, going the extra mile to ensure that your business has the power it needs to thrive.


When it comes to connecting your business to a reliable and cost-effective energy supply, Maxen Power is your steadfast partner, always here to support your success. With us, you can trust in a partnership built on professionalism, flexibility, affordability, and a commitment to putting your business's energy needs first. Experience the difference with Maxen Power – your preferred choice in commercial energy solutions.

Thanks for visiting our page."
Construction & Manufacturing,drainagesuperstore.co.uk,"Drainage Superstore is one of the UK's largest online suppliers of quality drainage products and materials. We pride ourselves on high levels of customer satisfaction and effortless convenient shopping for all your drainage requirements.


Drainage Superstore is part of the Superstore family of online specialist renovation and construction material retailers. Please visit our other specialist stores below.


Roofing Superstore 

Insulation Superstore 

Door Superstore 

Tile Superstore 

Plumbing Superstore 

Total Tiles 

CMO Trade "
Utilities,www.goodenergy.co.uk,"We were founded in 1999 to tackle climate change by building a greener, cleaner future. We power homes and businesses with 100% renewable electricity from a community of over 1,600 UK generators. "
Utilities,purepla.net,"And it's goodbye from us - the green energy supplier who tried to make the world a cleaner, greener place to live.
"
Utilities,www.wessexwater.co.uk,"
Every day we treat and supply 275 million litres of water and collect, recycle and dispose of millions of litres of waste water safely back into the environment.
Our three million customers live in south west England including Dorset, Somerset, Bristol, most of Wiltshire and parts of Gloucestershire and Hampshire.
As well as delivering essential services, we also support communities throughout our region by offering free resources to schools and colleges and providing financial and volunteer support to local charities.
Our customers rate our services highly and we are recognised by the regulator Ofwat as one of the top water and sewerage companies in England and Wales.
We love to receive customer feedback - good and bad - as it helps us to continually improve our services.
Use water wisely
Save water and money with our simple tips
Need extra help?
Register for Priority Services for free."
Utilities,www.ovoenergy.com,"




 Join us on the path to energy that’s better for you, better for your wallet - and better for the planet.
 Get a quote "
Utilities,www.business-stream.co.uk,"Business Stream is one of the largest water retailers in the UK and a trusted service provider to over 300,000 business customers. Established in 2008, we have years of experience operating in the competitive water market – longer than any other retailer – and we’re the chosen service provider for businesses and organisations ranging from small corner shops to large industrial estates. Headquartered in the vibrant city of Edinburgh and supported by a dedicated workforce of approximately 350 individuals, Business Stream offers a comprehensive suite of services. These include precise metering and billing, water efficiency support, and innovative water and waste water management solutions. Our forward-thinking approach, coupled with a passion for creating positive impacts, extends beyond mere business transactions. We actively contribute to our customers' success, uplift our employees, engage with local communities, and foster environmental stewardship. Our track record of achievements is impressive, having delivered over £367 million in discounts and efficiencies, reduced water consumption by a staggering 62.7 billion litres, mitigated 3 million kilograms of CO2 emissions, and maintained an average call response time of just 77 seconds. You can find out more about how we’re Naturally Different by visiting our website at business-stream.co.uk. Here, you'll discover how we are 'Naturally Different,' encapsulating not just our extensive industry expertise but also our innovative spirit and unwavering commitment to making a meaningful difference. 
"
Utilities,theimperial-group.com,"Independent Utility Consultancy
"
Utilities,www.moneyexpert.com,"For all your personal finance needs, look no further than Money Expert - your home for free advice and comparison services."
Construction & Manufacturing,www.goffpetroleum.co.uk,"Goff Heating Oil is a long established family owned and managed heating oil distributor, delivering heating oil to homes and businesses across East Anglia and the South East.

The Goff name and business can be traced back from 1888 when Herbert Goff the Great Grandfather of today’s Managing Director Michael began the business. 

Goff now serve more than 70,000 homes, farms, schools, and businesses direct with heating oil at better prices than most of their competitors. Our heating oil is sourced from local refineries, or major distribution terminals, and your delivery will be from one of these, or from one of the local Goff depots based at strategic points across East Anglia and the South East. 

Today Goff is proud to still be an independent family business that is recognised as one of the top 5 distributors in the UK (Source Fuel Oil News)."
Utilities,source4b.co.uk,"Your Business.Our Priority.
We’re a leading water and wastewater retailer supporting over 150,000 business customer accounts across the UK. As the trading brand of Pennon Water Services Ltd—a Joint Venture between Pennon Group Plc and South Staffordshire Plc—we bring over 25 years of expertise in water, wastewater and trade effluent management. 
We simplify water for businesses of all sizes, ensuring they only pay for what they use, with no upfront payments, offering fixed retail tariffs to guard against inflation.
Our services include expert advice on water efficiency, leakage, and contingency, all designed to help businesses save water, money, and time.
Customer satisfaction is our top priority, and our high ratings on Trustpilot reflect our commitment to delivering value, expertise, and simplicity.
Switching to Source for Business is straightforward and hassle-free. Whether you're changing providers or reviewing your current contract, we're here to support you every step of the way.





"
Utilities,www.thameswater.co.uk,"We take care of water for 15 million people, building a better future for our customers, our region and our planet. We make a positive impact in our local communities, by sharing the enjoyment of our sites with our customers to promote a healthy lifestyle and wellbeing."
Utilities,yuenergy.co.uk,"Calling all business owners and entrepreneurs

Are you looking for a business energy and water supplier that can save you time and money?

We are Yü Energy. We’re here to make your life easier with simpler business utilities so you can focus on running your company because let’s face it, no-one wants to spend hours hunting down the best energy or water deal.

Our multi-utility offer, simple fixed price plans and personal customer service are all in place to make life easier for you. And we’re delighted to offer 100% green, renewable energy..

We are a well-established business energy and water supplier, powering thousands of businesses across a wide range of sectors throughout the UK. From small manufacturing and retail outlets through to world famous sports stadiums such as Trent Bridge Cricket Ground and Bolton Wanderers Football Club.

We also offer 100% clean energy, smart meters, electric vehicle charge points and commercial meter installations. We’re constantly looking for more ways to make life easier for businesses so stay tuned for our latest exciting developments.

We work with you to find the right utility solutions for you and your business.
With a speedy service, competitive prices and dedicated, UK-based relationship managers what’s not to love?"
Utilities,www.water-plus.co.uk,"We're the UK's largest business water retailer, providing organisations of all sizes with billing, account management, meter reading and water efficiency services. 💧 
"
Utilities,www.scottishpower.co.uk,"ScottishPower is part of the Iberdrola Group, one of the world’s largest integrated utility companies and a world leader in wind energy.  The ScottishPower Group only produces 100% green electricity  - our focus is on wind energy, smart grids and driving the change to a cleaner, electric future and we’re investing millions of pounds every working day to make this happen. We’re committed to speeding up the transition to cleaner electric transport, improving air quality and over time, driving down bills. To deliver a better future, quicker for everyone"
Utilities,isupplyenergy.co.uk,iSupplyEnergy is in the process of withdrawing from the UK energy supply market and all customers are being transferred to EDF energy. Thank you
Utilities,kinex.co.uk,"kinex specialises in looking after small businesses across the UK. We provide essential services they can rely on and we do it in an honest, simple and effective way.

We provide outstanding value for money on business line rental and calls, broadband, mobile, energy and water services. And it’s all supported by our dedicated UK-based customer service specialists.

That’s why switching to kinex is the essential choice for any small business."
Utilities,castlewater.co.uk,"Unlike many water retailers, Castle Water is not associated with any of the UK’s traditional water network owners. We are wholly independent. We only act in the interests of our customers and have an excellent track record of working proactively with water network owners to deliver the right results.

Our customer services are delivered in the UK and we have account management teams to support customers nationwide. 

We operate extended hours: Monday to Friday, 8am to 6pm, and you can contact us in a variety of ways. "
Utilities,octopus.energy,"See what you could save with  Octopus Energy 
Get a quote"
Utilities,togetherenergy.co.uk,The trusted energy company
Utilities,www.calor.co.uk,"We supply everything from a single gas bottle for your LPG heater, to regular bulk gas deliveries for our commercial, urban and rural customers."
Utilities,bulb.co.uk,"Bulb is the UK's biggest green energy supplier. We want to make the whole industry better. And there are three ways we're trying to do that - we're making energy simpler, cheaper and greener.


COVID-19 UPDATE
Dear members,
We understand that coronavirus (Covid-19) may be causing some concerns about managing your energy. So you know, we’re open for business as usual and on hand to help you.
 
We’re here to help on chat, email and social media:
Check our help centre for up to date information. And if you need help, you can get in touch using our online chat service, by email or on social media. If you’re in an emergency, experiencing financial difficulty or cannot contact us using one of these channels, please call us on 0300 303 0635. 
 
There’s support available if you’re having trouble:
We offer free support services if you or someone you live with needs help managing their energy supply, so let us know if coronavirus has put you in a position where you need extra support. If you’re concerned about paying for your energy please do get in touch with us with us so we can help. 
 
For prepay members we’ve put together some advice. If you’re self isolating and need help with topping up, please let us know."
Utilities,so.energy,Get a quote
Utilities,www.utilita.co.uk,"Utilita Energy is one of the UK’s leading Smart PAYG Energy suppliers. We give you everything you need to keep your home switched on - you'll see exactly how much you're spending on your electricity and gas with our smart meters and In-Home Display. Plus, our award-winning My Utilita app gives you more visibility and control of your energy usage, so you can manage your energy anywhere, anytime. Find out more at www.utilita.co.uk"
Utilities,everflowutilities.com,"Everflow is an award-winning, customer-led utilities company serving businesses across the UK with environmentally-friendly water supply, waste collection and telecoms services. 
Everflow’s mission is to ‘make utilities simple’ which is why all of our services are designed to save you time and money, freeing you up to focus on growing your business.
If you're one of our customers or brokers, please leave us a review – we would greatly appreciate your feedback."
Utilities,monsowater.com,"In one smart system, you can enjoy purified, boiled or cold water instantly with the push of a button. Monso Water Purifiers are the convenient method to enjoy delicious tasting, clean water, whether your family is switching from bottled water or replacing their outdated water purifier.

Award winning suppliers all around the world. Coway is our main brand which is the one of the biggest Water Purifier company in the world.

When it comes to the water purifier, it is all about reliability, quality, and efficiency and Monso Water serves these to customers for over 15 years.


It is the best method to keep your family, relatives and friends hydrated all day.

"
Utilities,www.wave-utilities.co.uk,"Wave is an award-winning, national water and wastewater retailer and we’re here to support organisations who are working hard to run better, the businesses striving to grow faster, and the companies dedicated to going greener.
Helping our customers manage their water and wastewater is what we do. We want organisations to count on us to find efficiencies and sustainable ways to reduce consumption, to help drive down water waste, and save money on their bills. We use our specialist knowledge and expertise to support over 300,000 customers from SMEs to the Public Sector, large industrial sites to country-wide commercial organisations.
But our work doesn’t stop there. We’re committed to making a difference in local communities through volunteering, social value days and charity work, as well as enhancing belief and potential amongst the next generation as part of our Social and Sustainability Promise.
Our commitment to our people, customers and our planet has all helped us to become the only retailer to be awarded Water Retailer of the Year twice, in both 2021 & 2023."
Utilities,www.stwater.co.uk,"
We provide over eight million people across our region with fresh, clean drinking water every day – that’s about two billion litres.
And when they’ve finished with it, we take it away again and clean and treat it before returning it safely to the environment.
Our website is the place to manage your account, keep up to date with news and incidents in your area, and learn about how to look after your services.
REGISTER"
Utilities,rubyenergy.uk,"Welcome to Ruby Energy
Ruby Energy is the UK’s leading independent energy supplier, rooted in Fleetwood, Lancashire. We’re dedicated to empowering SMEs nationwide with bespoke energy solutions. As champions of progress, our foundation is built on innovation, adaptability, and a human touch. We understand the unique challenges faced by small and medium-sized enterprises, and our mission is to ensure businesses thrive through tailored energy strategies.

We’re here to support those who dream big; the risk-takers, innovators and drivers of industry. With Ruby Energy by your side, you can expect the exceptional, with tailored services that enable businesses to propel forward."
Electronics & Technology,uw.co.uk,"Utility Warehouse is the UK’s only genuine multiservice provider. We bundle energy, broadband, mobile, and insurance into one bill, saving our customers time and money on their essential home services.

We’ve been around for over 25 years and are listed on the London Stock Exchange. Our award-winning service is enjoyed by over one million customers across the country.

UW offers the cheapest variable energy tariff available today and you unlock even more savings when you also switch your broadband, mobile and insurance to UW.

And our customers can supercharge their savings with UW’s unique Cashback Card, offering up to 10% cashback at our selected retail partners. 

Visit  uw.co.uk to find out more.

Get a quote"
Utilities,www.outfoxthemarket.co.uk,"Welcome to Outfox the Market. We are a proud family-run business dedicated to providing our valued customers with the best in service and some of the cheapest energy prices in the UK.

Since our launch in 2017, we have helped thousands of customers make savings on their energy costs thanks to our simple, fair, and transparent pricing philosophy.
 
By choosing Outfox the Market, you’re not just getting an energy supplier – you’re joining a community of satisfied customers who value affordability and exceptional service.  Oh, did we mention we also have a 4.6* score on this platform, one of the highest in the entire industry? So why settle for anything less, make the switch to OTM today and benefit from a better energy experience.
GET A QUOTE TODAY"
Utilities,totoenergy.com,Ceased Trading
Utilities,sseairtricity.com,SSE Airtricity was founded in Ireland in 1997 and is now an energy company owned by SSE plc.
Utilities,www.exchangeutility.co.uk,"We help UK businesses save money on their electric, gas and water. Simple."
Utilities,clearbusiness.co.uk,"We offer a wider range of essential services to UK small businesses than any other provider . With us you get energy—electricity and gas, water, broadband, mobile, voice, payment services and insurance. It's all we do. Multi-service delivery for small businesses – all in one place. All on One Bill. Simple. Giving you more time to run your business.  

We specialise in small businesses and know them well. We don’t generally supply services to domestic customers, unlike some other brands.  Small business - it's what we do, so we know what you need.

If that sounds like a breath of fresh air, so is the way we treat our customers. We don’t do jargon. We don’t do complicated. We don’t say one thing then do another. We offer packages and contracts that suit you and your business. 

We want to keep everything straightforward and clear. We're already making life simple for over 135,000 small businesses. So, get all the essential services you need, and none of the hassle you don’t.



"
Utilities,www.edfenergy.com,"We generate around one fifth of the UK's electricity and employ around 15,000 people. We supply electricity and gas to thousands of residential and business customers, making us one of the UK's biggest energy suppliers. We are also the UK’s largest producer of low-carbon electricity."
Utilities,eonnext.com,"Choose energy that comes with your own dedicated Energy Specialists. You can get money off future-ready home solutions – like an A-rated boiler or an EV charger – and switching couldn’t be easier.

So why not find out more and join us?


Get a quote
"
Utilities,www.certasenergy.co.uk,"We are the largest independent distributors of fuel and lubricants in the UK. We deliver over 6 billion litres of oil to customers across Britain every year.

We have always provided our customers with excellent personal service and a great range of energy products and services. Our extensive and reliable delivery network comprises more than 130 depots, over 900 tankers and 2,300 employees."
Utilities,www.cooperativeenergy.coop,"Your Co-op Energy is part of the Co-op Midcounties – the UK’s largest independent co-operative. Your Co-op Energy has partnered with Octopus Energy, the only Which? recommended energy supplier and is committed to offering customers fair energy prices with 100% renewable electricity."
Utilities,www.swiftswitch.co.uk,We help businesses save time and money across a range of different utility costs!
Utilities,www.yorkshirewater.com,"We collect, treat and dispose of about 1 billion litres of waste water safely back into the environment and deliver around 1.24 billion litres of drinking water to our 5 million customers in Yorkshire."
Utilities,www.unitedutilities.com,Water and wastewater services in the North West of England
Utilities,water2business.co.uk,At water2business our ethos is to work in partnership with businesses to manage their water supply and wastewater requirements. We create water efficiency programmes tailored to companies’ individual needs; giving a total understanding of water consumption as well as how best to reduce costs and improve environmental performance. We are committed to working honestly and transparently and won’t make promises we cannot keep.
Utilities,www.leeputilities.co.uk,"Leep Utilities (Leep) owns and operates regulated and non-regulated multi-utility networks across the UK. With sites in MediaCityUK, Liverpool Waters and Canary Wharf, our broad range of capabilities includes electricity, water and wastewater, alongside heating, cooling and hot water services."
Utilities,www.solartogether.co.uk,"Local councils have teamed up with Solar Together to organise for homeowners as well as small and medium-sized enterprises, to help deliver carbon savings across the country."
Vehicles & Transportation,www.autowindscreens.co.uk,A leading automotive glass repair and replacement company in the UK
Vehicles & Transportation,www.nationalexpress.com,"It’s about more than just getting from here to there

As the nation’s number 1 coach operator, we’re all about giving you more.

More value for money by offering low fares but first-class quality. More comfort thanks to comfy seats, loads of legroom, free Wi-Fi, power sockets and unrivalled safety. More convenience because we operate right across the UK with more stops and services than any other coach company. 

Travelling with us is greener than other coach companies, taking the train or going by car. And we’re only going to get greener still thanks to huge, ongoing investment.

There are so many fantastic reasons to choose National Express. But every single reason points the same way.

We are National Express. This is the direction of travel."
Vehicles & Transportation,www.poferries.com,"P&O Ferries has a fleet of more than 20 ships and operates more than 30,000 sailings a year at peak times. In addition to sailing on eight major routes including England to France, Northern Ireland, the Republic of Ireland and Holland. 

Every year we carry more than 10 million passengers, 1.6 million cars, and 2.2 million freight units."
Vehicles & Transportation,www.aferry.com,AFerry.com is the world's leading ferry platform enabling customers to book ticket with 150 major ferry operators on over 3000 ferry routes worldwide.
Beauty & Well-being,www.sportpursuit.com,"Fuel your adventures with great quality, affordable kit. SportPursuit hunts down the best deals available online on a wide range of quality sports and outdoor brands. It's free and simple to join SportPursuit and members benefit from a Best Price Guarantee on every deal. New deals launch daily (so check back to avoid missing out!)."
Vehicles & Transportation,www.planetx.co.uk,"Founded in Sheffield, England over a quarter of a century ago, Planet X is an award winning, proudly independent employee-owned firm, which is run by riders, for riders.   We offer class-leading products at unbeatable prices. We design and build Planet X, On-One and Titus products, and sell over 10,000 bicycle products worldwide.
From the wonderful that you want to the weird you never knew you needed, we've got a diverse selection of brands and a collection of vintage stock you will not find on any other website. 













"
Vehicles & Transportation,www.protyre.co.uk,"Buy Tyres Online
Book MOT Online

Book Servicing Online
Find your Local garage
Book Free Tyre Check 
Book Aircon "
Vehicles & Transportation,www.brittany-ferries.co.uk,"Brittany Ferries is your route to an extraordinary time in France and Spain. With sailings from Plymouth, Portsmouth and Poole to ports on the beautiful west coast of Europe, you'll be ideally placed to begin your self-drive break in some of the most stunning landscapes the continent has to offer.

Offering the widest choice of cross-Channel ferry routes to France and northern Spain, we have a fleet of spacious and comfortable cruise ferries and also operate a high-speed ferry service to France during the summer months.

With elegant surroundings, stylish bars and superb restaurants, not to mention our award-winning service and excellent onboard facilities, you can just sit back, unwind and enjoy the experience."
Vehicles & Transportation,taxis.gatwickairport.com,"We are the ONLY official taxi/private hire transfer service operated from Gatwick Airport. We're safe, reliable and trusted. You'll find our friendly team at both airport terminals - offering an unbeatable service at a great price. We never charge booking fees, the quoted fare we display is always the price you will pay and there is no cost for cancellation."
Vehicles & Transportation,www.stanstedexpress.com,"
Stansted Express is a fast, direct, and frequent way to travel to Stansted Airport from London. 
Our trains depart every 15 minutes during the day and come with free complimentary Wi-Fi. For fast & cheap train travel, choose Stansted Express.
BOOK TICKETS ONLINE AND SAVE

Contactless and Oyster cannot be used for travel to Stansted Airport
Please do not 'tap in' at the ticket gates with a Contactless or Oyster as you will be liable for a £100+ Penalty Fare at Stansted Airport. Buy your ticket online before you travel."
Vehicles & Transportation,flixbus.co.uk,"The UK’s fastest-growing coach network!

Great value, sustainable and reliable coach transport to more than 60 destinations across the UK.

Looking for low-cost travel? Find tickets to London, Birmingham, Manchester, Cardiff, Sheffield and many more.

Try out our dedicated Scottish network, offering regular daily coach services between cities including Edinburgh, Glasgow and Aberdeen.

FlixBus also offers international services from the UK to Paris, Amsterdam, Frankfurt and more, connecting travellers to Europe’s largest coach network. 

Get more out of life with FlixBus:

✔ Tickets from just £3.49
✔ Convenient, easy online booking
✔ Free, fast, unlimited Wi-Fi
✔ USB charging for mobile devices
✔ Toilet onboard
✔ Comfortable, modern vehicles
✔ 365 days a year

New for 2024, FlixBus is proud to pilot England and Wales' first ever 100% electric coach service. 

Flix is trusted by millions of passengers every year, with 5,600 destinations available in 44 countries across four continents.  

Low-cost tickets are available from  www.flixbus.co.uk or the FlixBus App. 

FlixBus: get more life in real life!
"
